Lasse Blaauwbroek, David M. Cerna, Thibault Gauthier, Jan Jakubuv, Cezary Kaliszyk, Martin Suda, Josef Urban 	 Learning Guided Automated Reasoning: A Brief Survey. 	 2024 	 AR, FM 	 https://doi.org/10.48550/arXiv.2403.04017 	 arXiv CoRR abs/2403.04017 (2024).
Jasmin Christian Blanchette, Cezary Kaliszyk, Lawrence C. Paulson, Josef Urban 	 Hammering towards QED. 	 2016 	 AR 	 https://doi.org/10.6092/issn.1972-5787/4593 	 J. Formaliz. Reason. 9: 101-148 (2016).
Thibault Gauthier, Cezary Kaliszyk, Josef Urban 	 Initial Experiments with Statistical Conjecturing over Large Formal Corpora. 	 2016 	 AR 	 https://ceur-ws.org/Vol-1785/W23.pdf 	 Joint Proceedings of the FM4M, MathUI, and ThEdu Workshops, Doctoral Program, and Work in Progress at the Conference on Intelligent Computer Mathematics 2016 co-located with the 9th Conference on Intelligent Computer Mathematics (CICM 2016), Bialystok, Poland, July 25-29, 2016.: 219-228 (2016).
Cezary Kaliszyk, Karol Pak, Josef Urban 	 Towards a mizar environment for isabelle: foundations and language. 	 2016 	 AR 	 https://www.wikidata.org/entity/Q108482143 	 Proceedings of the 5th ACM SIGPLAN Conference on Certified Programs and Proofs, Saint Petersburg, FL, USA, January 20-22, 2016: 58-65 (2016).
Josef Urban 	 Learning Intelligent Theorem Proving from Large Formal Corpora. 	 2016 	 AR 	 https://isaim2016.cs.ou.edu/papers/ISAIM2016_Proofs_Urban.pdf 	 International Symposium on Artificial Intelligence and Mathematics, ISAIM 2016, Fort Lauderdale, Florida, USA, January 4-6, 2016.: (2016).
Chad E. Brown, Josef Urban 	 Extracting Higher-Order Goals from the Mizar Mathematical Library. 	 2016 	 AR, FM 	 https://doi.org/10.1007/978-3-319-42547-4_8 	 Intelligent Computer Mathematics - 9th International Conference, CICM 2016, Bialystok, Poland, July 25-29, 2016, Proceedings: 99-114 (2016).
Jan Jakubuv, Josef Urban 	 Extending E Prover with Similarity Based Clause Selection Strategies. 	 2016 	 AR, FM 	 https://www.wikidata.org/entity/Q62044871 	 Intelligent Computer Mathematics - 9th International Conference, CICM 2016, Bialystok, Poland, July 25-29, 2016, Proceedings: 151-156 (2016).
Geoffrey Irving, Christian Szegedy, Alexander A. Alemi, Niklas Eén, François Chollet, Josef Urban 	 DeepMath - Deep Sequence Models for Premise Selection. 	 2016 	 AR 	 http://papers.nips.cc/paper/6280-deepmath-deep-sequence-models-for-premise-selection 	 Advances in Neural Information Processing Systems 29: Annual Conference on Neural Information Processing Systems 2016, December 5-10, 2016, Barcelona, Spain: 2235-2243 (2016).
Pascal Fontaine, Stephan Schulz, Josef Urban 	 Proceedings of the 5th Workshop on Practical Aspects of Automated Reasoning co-located with International Joint Conference on Automated Reasoning (IJCAR 2016), Coimbra, Portugal, July 2nd, 2016. 	 2016 	 AR 	 https://nbn-resolving.org/urn:nbn:de:0074-1635-7 	 CEUR Workshop Proceedings 1635 (2016).
Chad E. Brown, Josef Urban 	 Extracting Higher-Order Goals from the Mizar Mathematical Library. 	 2016 	 AR, FM 	 http://arxiv.org/abs/1605.06996 	 arXiv CoRR abs/1605.06996 (2016).
Jan Jakubuv, Josef Urban 	 Extending E Prover with Similarity Based Clause Selection Strategies. 	 2016 	 AR, FM 	 http://arxiv.org/abs/1606.03888 	 arXiv CoRR abs/1606.03888 (2016).
Alexander A. Alemi, François Chollet, Geoffrey Irving, Christian Szegedy, Josef Urban 	 DeepMath - Deep Sequence Models for Premise Selection. 	 2016 	 AR 	 http://arxiv.org/abs/1606.04442 	 arXiv CoRR abs/1606.04442 (2016).
Michael Färber, Cezary Kaliszyk, Josef Urban 	 Monte Carlo Connection Prover. 	 2016 	 AR 	 http://arxiv.org/abs/1611.05990 	 arXiv CoRR abs/1611.05990 (2016).
Jan Jakubuv, Josef Urban 	 BliStrTune: Hierarchical Invention of Theorem Proving Strategies. 	 2016 	 AR, FM 	 http://arxiv.org/abs/1611.08733 	 arXiv CoRR abs/1611.08733 (2016).
Cezary Kaliszyk, Josef Urban, Jirí Vyskocil 	 Semantic Parsing of Mathematics by Context-based Learning from Aligned Corpora and Theorem Proving. 	 2016 	 AR 	 http://arxiv.org/abs/1611.09703 	 arXiv CoRR abs/1611.09703 (2016).
Cezary Kaliszyk, Josef Urban 	 Erratum to : Learning-Assisted Automated Reasoning with Flyspeck. 	 2015 	 AR 	 https://doi.org/10.1007/s10817-014-9315-z 	 J. Autom. Reason. 54: (2015).
Daniel Kühlwein, Josef Urban 	 MaLeS: A Framework for Automatic Tuning of Automated Theorem Provers. 	 2015 	 AR 	 https://www.wikidata.org/entity/Q59430126 	 J. Autom. Reason. 55: 91-116 (2015).
Cezary Kaliszyk, Josef Urban 	 MizAR 40 for Mizar 40. 	 2015 	 AR 	 https://www.wikidata.org/entity/Q59428699 	 J. Autom. Reason. 55: 245-256 (2015).
Cezary Kaliszyk, Josef Urban 	 Learning-assisted theorem proving with millions of lemmas. 	 2015 	 AR 	 https://www.wikidata.org/entity/Q35829526 	 J. Symb. Comput. 69: 109-128 (2015).
Cezary Kaliszyk, Josef Urban 	 HOL(y)Hammer: Online ATP Service for HOL Light. 	 2015 	 AR 	 https://www.wikidata.org/entity/Q59425180 	 Math. Comput. Sci. 9: 5-22 (2015).
Cezary Kaliszyk, Stephan Schulz, Josef Urban, Jirí Vyskocil 	 System Description: E.T. 0.1. 	 2015 	 AR 	 https://www.wikidata.org/entity/Q108482217 	 Automated Deduction - CADE-25 - 25th International Conference on Automated Deduction, Berlin, Germany, August 1-7, 2015, Proceedings: 389-398 (2015).
Cezary Kaliszyk, Josef Urban, Jirí Vyskocil 	 Certified Connection Tableaux Proofs for HOL Light and TPTP. 	 2015 	 AR 	 https://www.wikidata.org/entity/Q108482151 	 Proceedings of the 2015 Conference on Certified Programs and Proofs, CPP 2015, Mumbai, India, January 15-17, 2015: 59-66 (2015).
Cezary Kaliszyk, Josef Urban, Jirí Vyskocil 	 Lemmatization for Stronger Reasoning in Large Theories. 	 2015 	 AR 	 https://www.wikidata.org/entity/Q108482155 	 Frontiers of Combining Systems - 10th International Symposium, FroCoS 2015, Wroclaw, Poland, September 21-24, 2015. Proceedings: 341-356 (2015).
Josef Urban 	 BliStr: The Blind Strategymaker. 	 2015 	 AR 	 https://doi.org/10.29007/8n7m 	 Global Conference on Artificial Intelligence, GCAI 2015, Tbilisi, Georgia, October 16-19, 2015: 312-319 (2015).
Cezary Kaliszyk, Josef Urban, Jirí Vyskocil 	 Efficient Semantic Features for Automated Reasoning over Large Theories. 	 2015 	 AR 	 http://ijcai.org/Abstract/15/435 	 Proceedings of the Twenty-Fourth International Joint Conference on Artificial Intelligence, IJCAI 2015, Buenos Aires, Argentina, July 25-31, 2015: 3084-3090 (2015).
Cezary Kaliszyk, Josef Urban, Jirí Vyskocil 	 Learning to Parse on Aligned Corpora (Rough Diamond). 	 2015 	 AR 	 https://www.wikidata.org/entity/Q108482147 	 Interactive Theorem Proving - 6th International Conference, ITP 2015, Nanjing, China, August 24-27, 2015, Proceedings: 227-233 (2015).
Cezary Kaliszyk, Josef Urban, Jirí Vyskocil 	 Improving Statistical Linguistic Algorithms for Parsing Mathematics. 	 2015 	 AR 	 https://doi.org/10.29007/8c2m 	 IWIL@LPAR 2015, 11th International Workshop on the Implementation of Logics, Suva, Fiji, November 23, 2015: 27-36 (2015).
Cezary Kaliszyk, Josef Urban 	 FEMaLeCoP: Fairly Efficient Machine Learning Connection Prover. 	 2015 	 AR 	 https://www.wikidata.org/entity/Q108482154 	 Logic for Programming, Artificial Intelligence, and Reasoning - 20th International Conference, LPAR-20 2015, Suva, Fiji, November 24-28, 2015, Proceedings: 88-96 (2015).
Josef Urban, Robert Veroff 	 Experiments with State-of-the-art Automated Provers on Problems in Tarskian Geometry. 	 2015 	 AR 	 https://doi.org/10.29007/pqh1 	 IWIL@LPAR 2015, 11th International Workshop on the Implementation of Logics, Suva, Fiji, November 23, 2015: 122-126 (2015).
Grzegorz Bancerek, Czeslaw Bylinski, Adam Grabowski, Artur Kornilowicz, Roman Matuszewski, Adam Naumowicz, Karol Pak, Josef Urban 	 Mizar: State-of-the-art and Beyond. 	 2015 	 AR 	 https://doi.org/10.1007/978-3-319-20615-8_17 	 Intelligent Computer Mathematics - International Conference, CICM 2015, Washington, DC, USA, July 13-17, 2015, Proceedings: 261-279 (2015).
Cezary Kaliszyk, Josef Urban, Umair Siddique, Sanaz Khan Afshar, Cvetan Dunchev, Sofiène Tahar 	 Formalizing Physics: Automation, Presentation and Foundation Issues. 	 2015 	 AR 	 https://www.wikidata.org/entity/Q108482150 	 Intelligent Computer Mathematics - International Conference, CICM 2015, Washington, DC, USA, July 13-17, 2015, Proceedings: 288-295 (2015).
Johan Commelin, Josef Urban 	 Auto-hyperlinking the Stacks Project. 	 2015 	 AR 	 https://cicm-conference.org/2015/CICM2015-wip.pdf#page=19 	 informal CICM 2015 - Informal Work in Progress Proceedings, Washington, DC, USA, July 13-17, 2015 (2015).
Thomas C. Hales, Mark Adams, Gertrud Bauer, Dat Tat Dang, John Harrison, Truong Le Hoang, Cezary Kaliszyk, Victor Magron, Sean McLaughlin, Thang Tat Nguyen, Truong Quang Nguyen, Tobias Nipkow, Steven Obua, Joseph Pleso, Jason M. Rute, Alexey Solovyev, An Hoai Thi Ta, Trung Nam Tran, Diep Thi Trieu, Josef Urban, Ky Khac Vu, Roland Zumkeller 	 A formal proof of the Kepler conjecture. 	 2015 	 AR 	 http://arxiv.org/abs/1501.02155 	 arXiv CoRR abs/1501.02155 (2015).
Jesse Alama, Tom Heskes, Daniel Kühlwein, Evgeni Tsivtsivadze, Josef Urban 	 Premise Selection for Mathematics by Corpus Analysis and Kernel Methods. 	 2014 	 AR 	 https://doi.org/10.1007/s10817-013-9286-5 	 J. Autom. Reason. 52: 191-213 (2014).
Cezary Kaliszyk, Josef Urban 	 Learning-Assisted Automated Reasoning with Flyspeck. 	 2014 	 AR 	 https://www.wikidata.org/entity/Q59321365 	 J. Autom. Reason. 53: 173-213 (2014).
Cezary Kaliszyk, Josef Urban, Jirí Vyskocil 	 Machine Learner for Automated Reasoning 0.4 and 0.5. 	 2014 	 AR 	 https://doi.org/10.29007/shxj 	 4th Workshop on Practical Aspects of Automated Reasoning, PAAR@IJCAR 2014, Vienna, Austria, 2014: 60-66 (2014).
Cezary Kaliszyk, Josef Urban, Jirí Vyskocil, Herman Geuvers 	 Developing Corpus-Based Translation Methods between Informal and Formal Mathematics: Project Description. 	 2014 	 AR 	 https://www.wikidata.org/entity/Q108482165 	 Intelligent Computer Mathematics - International Conference, CICM 2014, Coimbra, Portugal, July 7-11, 2014. Proceedings: 435-439 (2014).
Cezary Kaliszyk, Josef Urban 	 Wikis and Collaborative Systems for Large Formal Mathematics. 	 2014 	 AR 	 https://www.wikidata.org/entity/Q108482146 	 Semantic Web Collaborative Spaces - Second International Workshop, SWCS 2013, Montpellier, France, May 27, 2013, Third International Workshop, SWCS 2014, Trentino, Italy, October 19, 2014, Revised Selected and Invited Papers: 35-52 (2014).
Cezary Kaliszyk, Lionel Mamane, Josef Urban 	 Machine Learning of Coq Proof Guidance: First Experiments. 	 2014 	 AR 	 https://www.wikidata.org/entity/Q108482218 	 6th International Symposium on Symbolic Computation in Software Science, SCSS 2014, Gammarth, La Marsa, Tunisia, December 7-8, 2014: 27-34 (2014).
Sebastiaan J. C. Joosten, Cezary Kaliszyk, Josef Urban 	 Initial Experiments with TPTP-style Automated Theorem Provers on ACL2 Problems. 	 2014 	 AR 	 https://www.wikidata.org/entity/Q108482163 	 Proceedings Twelfth International Workshop on the ACL2 Theorem Prover and its Applications, Vienna, Austria, 12-13th July 2014.: 77-85 (2014).
Matthew England, James H. Davenport, Andrea Kohlhase, Michael Kohlhase, Paul Libbrecht, Walther Neuper, Pedro Quaresma, Alan P. Sexton, Petr Sojka, Josef Urban, Stephen M. Watt 	 Joint Proceedings of the MathUI, OpenMath and ThEdu Workshops and Work in Progress track at CICM co-located with Conferences on Intelligent Computer Mathematics (CICM 2014), Coimbra, Portugal, July 7-11, 2014. 	 2014 	 AR 	 https://nbn-resolving.org/urn:nbn:de:0074-1186-1 	 CEUR Workshop Proceedings 1186 (2014).
Stephen M. Watt, James H. Davenport, Alan P. Sexton, Petr Sojka, Josef Urban 	 Intelligent Computer Mathematics - International Conference, CICM 2014, Coimbra, Portugal, July 7-11, 2014. Proceedings 	 2014 	 AR 	 https://www.wikidata.org/entity/Q110713426 	 Lecture Notes in Computer Science 8543 (2014).
John Harrison, Josef Urban, Freek Wiedijk 	 History of Interactive Theorem Proving. 	 2014 	 AR 	 https://doi.org/10.1016/B978-0-444-51624-4.50004-6 	 Computational Logic (2014)
Cezary Kaliszyk, Josef Urban, Jirí Vyskocil 	 Machine Learner for Automated Reasoning 0.4 and 0.5. 	 2014 	 AR 	 http://arxiv.org/abs/1402.2359 	 arXiv CoRR abs/1402.2359 (2014).
Cezary Kaliszyk, Josef Urban 	 Learning-assisted Theorem Proving with Millions of Lemmas. 	 2014 	 AR 	 http://arxiv.org/abs/1402.3578 	 arXiv CoRR abs/1402.3578 (2014).
Cezary Kaliszyk, Josef Urban, Jirí Vyskocil, Herman Geuvers 	 Developing Corpus-based Translation Methods between Informal and Formal Mathematics: Project Description. 	 2014 	 AR 	 http://arxiv.org/abs/1405.3451 	 arXiv CoRR abs/1405.3451 (2014).
Cezary Kaliszyk, Lionel Mamane, Josef Urban 	 Machine Learning of Coq Proof Guidance: First Experiments. 	 2014 	 AR 	 http://arxiv.org/abs/1410.5467 	 arXiv CoRR abs/1410.5467 (2014).
Cezary Kaliszyk, Josef Urban, Jirí Vyskocil 	 Certified Connection Tableaux Proofs for HOL Light and TPTP. 	 2014 	 AR 	 http://arxiv.org/abs/1410.5476 	 arXiv CoRR abs/1410.5476 (2014).
Mihnea Iancu, Michael Kohlhase, Florian Rabe, Josef Urban 	 The Mizar Mathematical Library in OMDoc: Translation and Applications. 	 2013 	 AR 	 https://www.wikidata.org/entity/Q57389354 	 J. Autom. Reason. 50: 191-202 (2013).
Josef Urban, Piotr Rudnicki, Geoff Sutcliffe 	 ATP and Presentation Service for Mizar Formalizations. 	 2013 	 AR 	 https://doi.org/10.1007/s10817-012-9269-y 	 J. Autom. Reason. 50: 229-241 (2013).
Josef Urban, Jirí Vyskocil 	 Theorem Proving in Large Formal Mathematics as an Emerging AI Field. 	 2013 	 AR 	 https://doi.org/10.1007/978-3-642-36675-8_13 	 Automated Reasoning and Mathematics - Essays in Memory of William W. McCune: 240-257 (2013).
Cezary Kaliszyk, Josef Urban 	 Stronger Automation for Flyspeck by Feature Weighting and Strategy Evolution. 	 2013 	 AR 	 https://doi.org/10.29007/5gzr 	 Third International Workshop on Proof Exchange for Theorem Proving, PxTP 2013, Lake Placid, NY, USA, June 9-10, 2013: 87-95 (2013).
Cezary Kaliszyk, Josef Urban 	 PRocH: Proof Reconstruction for HOL Light. 	 2013 	 AR 	 https://www.wikidata.org/entity/Q108482180 	 Automated Deduction - CADE-24 - 24th International Conference on Automated Deduction, Lake Placid, NY, USA, June 9-14, 2013. Proceedings: 267-274 (2013).
Daniel Kühlwein, Stephan Schulz, Josef Urban 	 E-MaLeS 1.1. 	 2013 	 AR 	 https://doi.org/10.1007/978-3-642-38574-2_28 	 Automated Deduction - CADE-24 - 24th International Conference on Automated Deduction, Lake Placid, NY, USA, June 9-14, 2013. Proceedings: 407-413 (2013).
Daniel Kühlwein, Jasmin Christian Blanchette, Cezary Kaliszyk, Josef Urban 	 MaSh: Machine Learning for Sledgehammer. 	 2013 	 AR 	 https://www.wikidata.org/entity/Q108482178 	 Interactive Theorem Proving - 4th International Conference, ITP 2013, Rennes, France, July 22-26, 2013. Proceedings: 35-50 (2013).
Carst Tankink, Cezary Kaliszyk, Josef Urban, Herman Geuvers 	 Communicating Formal Proofs: The Case of Flyspeck. 	 2013 	 AR 	 https://www.wikidata.org/entity/Q108482174 	 Interactive Theorem Proving - 4th International Conference, ITP 2013, Rennes, France, July 22-26, 2013. Proceedings: 451-456 (2013).
Cezary Kaliszyk, Josef Urban 	 Lemma Mining over HOL Light. 	 2013 	 AR 	 https://www.wikidata.org/entity/Q108482177 	 Logic for Programming, Artificial Intelligence, and Reasoning - 19th International Conference, LPAR-19, Stellenbosch, South Africa, December 14-19, 2013. Proceedings: 503-517 (2013).
Cezary Kaliszyk, Josef Urban 	 Automated Reasoning Service for HOL Light. 	 2013 	 AR 	 https://www.wikidata.org/entity/Q108482172 	 Intelligent Computer Mathematics - MKM, Calculemus, DML, and Systems and Projects 2013, Held as Part of CICM 2013, Bath, UK, July 8-12, 2013. Proceedings: 120-135 (2013).
Carst Tankink, Cezary Kaliszyk, Josef Urban, Herman Geuvers 	 Formal Mathematics on Display: A Wiki for Flyspeck. 	 2013 	 AR 	 https://www.wikidata.org/entity/Q108482175 	 Intelligent Computer Mathematics - MKM, Calculemus, DML, and Systems and Projects 2013, Held as Part of CICM 2013, Bath, UK, July 8-12, 2013. Proceedings: 152-167 (2013).
Jasmin Christian Blanchette, Josef Urban 	 Third International Workshop on Proof Exchange for Theorem Proving, PxTP 2013, Lake Placid, NY, USA, June 9-10, 2013 	 2013 	 AR 	 https://easychair.org/publications/volume/PxTP_2013 	 EPiC Series in Computing 14 (2013).
Josef Urban 	 BliStr: The Blind Strategymaker 	 2013 	 AR 	 http://arxiv.org/abs/1301.2683 	 arXiv CoRR abs/1301.2683 (2013).
Carst Tankink, Cezary Kaliszyk, Josef Urban, Herman Geuvers 	 Formal Mathematics on Display: A Wiki for Flyspeck 	 2013 	 AR 	 http://arxiv.org/abs/1305.5710 	 arXiv CoRR abs/1305.5710 (2013).
Daniel Kühlwein, Josef Urban 	 MaLeS: A Framework for Automatic Tuning of Automated Theorem Provers. 	 2013 	 AR 	 http://arxiv.org/abs/1308.2116 	 arXiv CoRR abs/1308.2116 (2013).
Cezary Kaliszyk, Josef Urban 	 HOL(y)Hammer: Online ATP Service for HOL Light. 	 2013 	 AR 	 http://arxiv.org/abs/1309.4962 	 arXiv CoRR abs/1309.4962 (2013).
Cezary Kaliszyk, Josef Urban 	 Lemma Mining over HOL Light. 	 2013 	 AR 	 http://arxiv.org/abs/1310.2797 	 arXiv CoRR abs/1310.2797 (2013).
Cezary Kaliszyk, Josef Urban 	 MizAR 40 for Mizar 40. 	 2013 	 AR 	 http://arxiv.org/abs/1310.2805 	 arXiv CoRR abs/1310.2805 (2013).
Jesse Alama, Lionel Mamane, Josef Urban 	 Dependencies in Formal Mathematics: Applications and Extraction for Coq and Mizar. 	 2012 	 AR 	 https://doi.org/10.1007/978-3-642-31374-5_1 	 Intelligent Computer Mathematics - 11th International Conference, AISC 2012, 19th Symposium, Calculemus 2012, 5th International Workshop, DML 2012, 11th International Conference, MKM 2012, Systems and Projects, Held as Part of CICM 2012, Bremen, Germany, July 8-13, 2012. Proceedings: 1-16 (2012).
Carst Tankink, Christoph Lange, Josef Urban 	 Point-and-Write - Documenting Formal Mathematics by Reference. 	 2012 	 AR 	 https://doi.org/10.1007/978-3-642-31374-5_12 	 Intelligent Computer Mathematics - 11th International Conference, AISC 2012, 19th Symposium, Calculemus 2012, 5th International Workshop, DML 2012, 11th International Conference, MKM 2012, Systems and Projects, Held as Part of CICM 2012, Bremen, Germany, July 8-13, 2012. Proceedings: 169-185 (2012).
Cezary Kaliszyk, Josef Urban 	 Initial Experiments with External Provers and Premise Selection on HOL Light Corpora. 	 2012 	 AR 	 https://doi.org/10.29007/sqh9 	 Third Workshop on Practical Aspects of Automated Reasoning, PAAR-2012, Manchester, UK, June 30 - July 1, 2012: 72-81 (2012).
Daniel Kühlwein, Josef Urban 	 Learning from Multiple Proofs: First Experiments. 	 2012 	 AR 	 https://doi.org/10.29007/nb2g 	 Third Workshop on Practical Aspects of Automated Reasoning, PAAR-2012, Manchester, UK, June 30 - July 1, 2012: 82-94 (2012).
Daniel Kühlwein, Twan van Laarhoven, Evgeni Tsivtsivadze, Josef Urban, Tom Heskes 	 Overview and Evaluation of Premise Selection Techniques for Large Theory Mathematics. 	 2012 	 AR 	 https://doi.org/10.1007/978-3-642-31365-3_30 	 Automated Reasoning - 6th International Joint Conference, IJCAR 2012, Manchester, UK, June 26-29, 2012. Proceedings: 378-392 (2012).
Jesse Alama, Daniel Kühlwein, Josef Urban 	 Automated and Human Proofs in General Mathematics: An Initial Comparison. 	 2012 	 AR 	 https://doi.org/10.1007/978-3-642-28717-6_6 	 Logic for Programming, Artificial Intelligence, and Reasoning - 18th International Conference, LPAR-18, Mérida, Venezuela, March 11-15, 2012. Proceedings: 37-45 (2012).
Carst Tankink, Christoph Lange, Josef Urban 	 Point-and-write --- Documenting Formal Mathematics by Reference 	 2012 	 AR 	 http://arxiv.org/abs/1204.5094 	 arXiv CoRR abs/1204.5094 (2012).
Josef Urban 	 Parallelizing Mizar 	 2012 	 AR 	 http://arxiv.org/abs/1206.0141 	 arXiv CoRR abs/1206.0141 (2012).
